project_name,bug_number,granularity,technique,crashing,predicate,experiment_time_seconds,e_inspect,exam_score
thefuck,8,Function,Muse,0,0,21.025841236114502,166.33333333333334,0.3380758807588076
thefuck,13,Function,Muse,0,0,70.38905692100525,3.5,0.009943181818181818
thefuck,14,Function,Muse,0,1,9.169326305389404,1.0,0.002932551319648094
thefuck,15,Function,Muse,0,0,68.23840570449829,1.0,0.0029498525073746312
thefuck,17,Function,Muse,0,0,533.4819567203522,3.0,0.009174311926605505
thefuck,19,Function,Muse,0,0,49.26408100128174,162.0,0.50625
thefuck,20,Function,Muse,0,0,43.491228342056274,1.3333333333333333,0.004153686396677051
thefuck,25,Function,Muse,0,0,9.846987962722778,139.0,0.5036231884057971
thefuck,26,Function,Muse,0,0,36.84566569328308,1.0,0.0035971223021582736
thefuck,28,Function,Muse,0,0,66.50066685676575,2.0,0.0072992700729927005
thefuck,29,Function,Muse,0,0,10.509875774383545,138.0,0.5036496350364964
tornado,1,Function,Muse,0,0,58152.868394851685,100.0,0.09017132551848513
tornado,5,Function,Muse,0,1,5809.100916862488,1.5,0.0011583011583011582
tornado,6,Function,Muse,0,0,4062.3834235668182,434.3333333333333,0.33565172591447706
tornado,8,Function,Muse,0,0,44027.79805994034,62.5,0.04921259842519685
tqdm,4,Function,Muse,1,0,3216.189615726471,6.0,0.06060606060606061
tqdm,5,Function,Muse,1,1,18537.036682605743,5.0,0.053763440860215055
tqdm,6,Function,Muse,1,0,1287.7019319534302,1.0,0.01098901098901099
tqdm,7,Function,Muse,1,0,170.25834918022156,91,1.0
tqdm,8,Function,Muse,0,0,4396.899015665054,2.0,0.038461538461538464
tqdm,9,Function,Muse,1,1,1288.7601749897003,2.666666666666667,0.1904761904761905
youtube-dl,1,Function,Muse,0,0,17249.597576856613,2.0,0.0007465472191116088
youtube-dl,2,Function,Muse,0,0,14802.59272313118,1.0,0.00038550501156515033
youtube-dl,6,Function,Muse,0,1,1099.8362061977386,1.0,0.0005730659025787965
youtube-dl,7,Function,Muse,0,1,1283.75954246521,1.0,0.0005955926146515784
youtube-dl,13,Function,Muse,0,1,2989.8553450107574,1.0,0.00035688793718772306
youtube-dl,15,Function,Muse,0,0,3771.366233110428,1.5,0.0005738332058148432
youtube-dl,17,Function,Muse,1,0,3072.5277514457703,1.0,0.0004008016032064128
youtube-dl,18,Function,Muse,0,0,30649.701279878616,19.5,0.007856567284448026
youtube-dl,20,Function,Muse,0,0,3039.9116656780243,2.0,0.0008097165991902834
youtube-dl,21,Function,Muse,0,1,2411.5949206352234,1.0,0.0004166666666666667
youtube-dl,24,Function,Muse,0,1,23554.804122686386,18.0,0.007957559681697613
youtube-dl,25,Function,Muse,0,0,2646.812632083893,1.0,0.00045871559633027525
youtube-dl,31,Function,Muse,0,1,593.8516111373901,1.0,0.0008748906386701663
youtube-dl,34,Function,Muse,0,1,668.0723912715912,1.5,0.0014018691588785046
youtube-dl,41,Function,Muse,0,0,254.2592499256134,1.0,0.0013458950201884253
youtube-dl,43,Function,Muse,0,0,184.79787278175354,1.0,0.0015360983102918587
