project_name,bug_number,granularity,technique,crashing,predicate,mutable_bug,percentage_of_mutants_on_ground_truth,experiment_time_seconds,e_inspect,is_bug_localized,exam_score,cumulative_distance,sv_comp_overall_score
sanic,4,Module,AvgAlfa,0,1,1,0.2004008016032064,-1,5.0,1,0.058823529411764705,,
spacy,1,Module,AvgAlfa,0,0,0,0,-1,1.0,1,0.0022727272727272726,,
spacy,2,Module,AvgAlfa,0,0,0,0.0,-1,2.0,1,0.004555808656036446,,
spacy,3,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.0022624434389140274,,
spacy,4,Module,AvgAlfa,1,0,1,46.51162790697674,-1,1.0,1,0.002380952380952381,,
spacy,5,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.0024154589371980675,,
spacy,6,Module,AvgAlfa,0,1,1,0.8620689655172413,-1,2.0,1,0.004878048780487805,,
thefuck,2,Module,AvgAlfa,0,0,0,0.0,-1,1.5,1,0.008152173913043478,,
thefuck,3,Module,AvgAlfa,0,0,0,0,-1,1.0,1,0.0055248618784530384,,
thefuck,4,Module,AvgAlfa,1,0,1,37.5,-1,1.0,1,0.005681818181818182,,
thefuck,6,Module,AvgAlfa,1,0,1,4.545454545454546,-1,1.0,1,0.005747126436781609,,
thefuck,7,Module,AvgAlfa,0,0,0,0.0,-1,3.0,1,0.017857142857142856,,
thefuck,8,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.006172839506172839,,
thefuck,13,Module,AvgAlfa,0,0,0,0.0,-1,2.0,1,0.017391304347826087,,
thefuck,14,Module,AvgAlfa,0,1,1,100.0,-1,1.0,1,0.009009009009009009,,
thefuck,15,Module,AvgAlfa,0,0,1,4.3478260869565215,-1,1.0,1,0.00909090909090909,,
thefuck,17,Module,AvgAlfa,0,0,1,1.7857142857142856,-1,1.0,1,0.009523809523809525,,
thefuck,19,Module,AvgAlfa,0,0,0,0.0,-1,2.5,1,0.02717391304347826,,
thefuck,20,Module,AvgAlfa,0,0,1,58.333333333333336,-1,2.0,1,0.021739130434782608,,
thefuck,25,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.012345679012345678,,
thefuck,26,Module,AvgAlfa,0,0,1,57.89473684210527,-1,1.0,1,0.012195121951219513,,
thefuck,28,Module,AvgAlfa,0,0,1,16.666666666666664,-1,1.0,1,0.0125,,
thefuck,29,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.0125,,
tornado,1,Module,AvgAlfa,0,0,1,0.11689070718877849,-1,1.0,1,0.02564102564102564,,
tornado,5,Module,AvgAlfa,0,1,1,27.397260273972602,-1,1.0,1,0.022727272727272728,,
tornado,6,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.022727272727272728,,
tornado,8,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.022727272727272728,,
tqdm,4,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.08333333333333333,,
tqdm,5,Module,AvgAlfa,1,1,1,1.240694789081886,-1,1.0,1,0.09090909090909091,,
tqdm,6,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.1,,
tqdm,7,Module,AvgAlfa,1,0,0,0.0,-1,1.0,1,0.1111111111111111,,
tqdm,8,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.125,,
tqdm,9,Module,AvgAlfa,1,1,1,4.761904761904762,-1,1.0,1,0.3333333333333333,,
youtube-dl,1,Module,AvgAlfa,0,0,1,0.2695417789757413,-1,1.0,1,0.0012706480304955528,,
youtube-dl,2,Module,AvgAlfa,0,0,1,1.6842105263157894,-1,1.0,1,0.0012836970474967907,,
youtube-dl,6,Module,AvgAlfa,0,1,1,33.33333333333333,-1,1.0,1,0.0017513134851138354,,
youtube-dl,7,Module,AvgAlfa,0,1,1,4.3478260869565215,-1,1.0,1,0.0017699115044247787,,
youtube-dl,13,Module,AvgAlfa,0,1,1,9.090909090909092,-1,1.0,1,0.001226993865030675,,
youtube-dl,15,Module,AvgAlfa,0,0,0,0.0,-1,1.0,1,0.001282051282051282,,
